geometry,site_name,other_site_names,state,industry,matrix_type,matrix,year,pfoa,pfos,pfoa_pfos,total_pfas,pfas_level,notes,regulation_gvt_link,resources_link,suspected_source_link,pfas_testing_link,site_ref_link,state_ref_link,ObjectId,longitude,latitude
POINT (-85.8518551 43.8537242),Wash King Laundry,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,310,550.0,550.0,Drycleaning activities by former laundromat Wash King Laundry (MPART 5.1.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481160--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481160--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481160--,00.html",https://drive.google.com/drive/u/1/folders/1s747WFr8B9WQSOlT1JYhuMxoTTCUddTT,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,145,-85.8518551,43.8537242
POINT (-85.5359551 42.934641),Lacks Industries - Cascade,,Michigan,Industry,Groundwater,Groundwater,2019.0,,,970,1170.0,1170.0,Former Lacks Enterprises metal plating operations from 1963 until 1984. (MPART 6.20.19),N/A,https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-452843--,00.html",N/A,https://drive.google.com/drive/u/1/folders/1wvM-mvXrGZx9Ih3hLc5kzMP22zURRSOy,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,146,-85.5359551,42.934641
POINT (-86.327624 44.2486637),Manistee Plating,,Michigan,Industry,Groundwater,Groundwater,2018.0,,1700,,,1700.0,Former plating facility that operated from 1954 to 1992. (MPART 6.6.2019),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481133--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481133--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481133--,00.html",https://drive.google.com/drive/u/1/folders/1_nKt4anbBalnEkIByYM-n4avwO_6Zhno,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,147,-86.327624,44.2486637
POINT (-84.4061764 42.2529744),Michner Plating,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,9479,,9479.0,Former plating shop that operated from the 1930s to 2007. (MPART 6.6.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485521--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485521--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485521--,00.html",https://drive.google.com/drive/u/1/folders/1vY-KS3qP5jFZrRaPr-lzNqp5oGp30LzP,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,148,-84.4061764,42.2529744
POINT (-83.4266329 42.3747455),RACER Eckles Road,,Michigan,Industry,Other Water,Wastewater,2018.0,,110,,,110.0,Historical plating operations and fire training activities at former General Motors Delphi Chassis Spring and Bumper Plant. (MPART 6.6.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-485523--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485523--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-485523--,00.html",https://drive.google.com/drive/u/1/folders/1JnTOzAhoXHqi1cTgeyAvNCDHQmiX6Gl5?ths=true,https://drive.google.com/drive/u/1/folders/1VgdMu6_x_kxf36q2eAIhAEnCpniomQ1Y,149,-83.4266329,42.3747455
POINT (-83.7673633 42.9716291),City of Flint Landfill at Bishop International Airport,,Michigan,Landfill,Groundwater,Groundwater,2018.0,,,810,1236.0,1236.0,Former landfill (City of Flint Landfill) on the Bishop Airport property (MPART 6.25.2019),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-487728--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-487728--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-487728--,00.html",https://drive.google.com/drive/u/1/folders/1uu0xwDEwDbKPMPXXDU6fMZG_mLd6HphC,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,150,-83.7673633,42.9716291
POINT (-85.1962299 42.934369),Lacks Industries - Saranac,,Michigan,Industry,Groundwater,Groundwater,2018.0,35,1800,1835,2340.0,2340.0,The site is a former metal plating facility and producer of plastic parts. (MPART 8.1.2019),N/A,https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-487733--,00.html",https://egle.maps.arcgis.com/apps/webappviewer/index.html?id=a4dd6961ec5f401aa9ce9ae082eedcd7,https://drive.google.com/drive/u/1/folders/10vS_ruePnh-nlgeOxiLbpevYjap4Pcxe,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,151,-85.1962299,42.934369
POINT (-83.9327218 42.6029938),Diamond Chrome Plating,,Michigan,Industry,Groundwater,Groundwater,2019.0,23,30000,,30016.0,30016.0,This site has operated as a chrome plater since 1953. PFAS surfactants were used to suppress vapors resulting from the chrome plating operations. (MPART 7.18.2019),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-487739--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-487739--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-487739--,00.html",https://drive.google.com/drive/u/1/folders/1K8xeerZ9fFYvmCvUNgv5vaJ4trKnkHjM,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,152,-83.9327218,42.6029938
POINT (-84.6363823 43.3781068),"MRP Properties Co, LLC",Former Total Petroleum Refinery,Michigan,Industry,Groundwater,Groundwater,2018.0,140,2500,,2973.0,2973.0,This site operated as a petroleum refinery from approximately 1938 to 1999. There were multiple known fires on-site by which AFFF was used to extinguish them.,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489608--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489608--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489608--,00.html",https://drive.google.com/drive/u/1/folders/1BKx1evnQXwHY677JqKX_LkkZiLLiFSB7?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,153,-84.6363823,43.3781068
POINT (-85.3042506 42.6503853),Viking Corporation,,Michigan,AFFF,Groundwater,Groundwater,2018.0,,,192000,335090.0,335090.0,Testing of fire suppression foam on the property. The foam generated from testing was ultimately discharged to the Holland Board of Public Works waste water treatment system. (MPART 7.18.2019),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489610--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489610--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489610--,00.html",https://drive.google.com/drive/u/1/folders/1cvBxgardnCP8C0dUJllUgO6YYxgphOPJ?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,154,-85.3042506,42.6503853
POINT (-83.784728 42.159006),Washtenaw Industrial Facility,,Michigan,Industry,Groundwater,Groundwater,2019.0,260,7400,7660,8197.0,8197.0,Plating operations at Washtenaw Industrial Facility LLC (formerly Universal Die Cast). (MPART 7.18.2019),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-489606--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489606--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-489606--,00.html",https://drive.google.com/drive/u/1/folders/1NmoSsuX_ZTpaY00cuLHuIb_A68cAx7FT?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,155,-83.784728,42.159006
POINT (-82.4682102 43.0404149),Fort Gratiot Landfill,,Michigan,Landfill,Groundwater,Groundwater,2019.0,,,422,4845.0,4845.0,"Industrial waste, including paper pulp waste, paint sludge, and contaminated soil from environmental cleanup projects disposed of between 1969 and 1994 (MPART 7.18.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490707--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490707--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490707--,00.html",https://drive.google.com/drive/u/1/folders/1Z230glgcU8P6WHIGQcgGRC6Uv7KG8vIv?ths=true,https://drive.google.com/drive/u/1/folders/1VgdMu6_x_kxf36q2eAIhAEnCpniomQ1Y,156,-82.4682102,43.0404149
POINT (-83.1194933 42.4568289),MacDermid Inc.,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,18570,205277.0,205277.0,Manufacturing of chemical products at MacDermid Inc (MPART 7.18.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490716--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490716--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490716--,00.html",https://drive.google.com/drive/u/1/folders/1flJyL2QT0MsNXujL_1x0vCci0OcK5C7J?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,157,-83.1194933,42.4568289
POINT (-86.2055743 43.1687799),MAHLE Engine Components,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,947,73121.0,73121.0,Former engine component manufacturing and plating operations by MAHLE Engine Components until 2011. (MPART 7.18.19),N/A,https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490718--,00.html",N/A,https://drive.google.com/drive/u/1/folders/1k8fy1tIiH5bP23BGAUTqTWDZmNWRLDGc?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,158,-86.2055743,43.1687799
POINT (-86.0808346 42.7611144),636 40th Street East,Sherwin-Williams,Michigan,Industry,Groundwater,Groundwater,2018.0,,,33437,73866.0,73866.0,3M Scotchgard used to fill spray cans and AFFF use at an aerosol paint packaging facility (MPART 6.20.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-493753--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-493753--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-493753--,00.html",https://drive.google.com/drive/u/1/folders/1mMqi2BZyYtUS8MzLoWixy02GtYtgkUGj?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,159,-86.0808346,42.7611144
POINT (-83.7657238 42.17734),Ford Motor Company - Saline Plant,,Michigan,Industry,Groundwater,Groundwater,2019.0,,,819,7418.0,7418.0,Chrome plating activities from 1966 - 1984 conducted by Ford Saline Plant (MPART 7.18.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-497629--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-497629--rss,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-497629--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-497629--,00.html",https://drive.google.com/drive/u/1/folders/10z2-jKpuiPOzUt5lsGYiK5CVnR7Zgcyv?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,160,-83.7657238,42.17734
POINT (-86.1720827 42.200048),Du-Wel Metals,,Michigan,Industry,Groundwater,Groundwater,2019.0,35,8690,,8808.0,8808.0,Electroplating activities from Du-Wel Metals from 1957-2002 resulted in the discharge of contaminated wastewater on site. (MPART 7.1.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500862--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-500862--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500862--,00.html",https://drive.google.com/drive/u/1/folders/1LgAxnbdGgYbZ7yBNjDkRJeQHsauawpJA?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,161,-86.1720827,42.200048
POINT (-85.7290039 42.9088941),Electro Chemical Finishing - Remico,,Michigan,Industry,Groundwater,Groundwater,2019.0,,,,12215.0,12215.0,Plating activities by Electro Chemical Finishing (MPART 7.18.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-497627--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-497627--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-497627--,00.html",https://drive.google.com/drive/u/1/folders/1uDZpHGgFJdU8Q0ICCEhdPwvIFl5Ymk01?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,162,-85.7290039,42.9088941
POINT (-86.2245889 43.2055134),Peerless Plating,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,80,102.0,102.0,Electroplating operations by Peerless Plating (MPART 7.18.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-497626--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-497626--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-497626--,00.html",https://drive.google.com/drive/u/1/folders/16mBnSymjcxJBURzwlpSBbtLBShkKyFOp?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,163,-86.2245889,43.2055134
POINT (-85.5511941 42.2860993),Nolichucky Industrial Corp.,,Michigan,Industry,Groundwater,Groundwater,2019.0,31,298,329,361.0,361.0,Former paper manufacturing operations on the site until late 1980s and potentially operations by a former GP paper mill which surrounds the site on all four sides. (MPART 7.22.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-498496--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-498496--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-498496--,00.html",https://drive.google.com/drive/u/1/folders/1wAV9A4kFkmOBAN01iYQOmZ8cz-8v68pR?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,164,-85.5511941,42.2860993
POINT (-83.3787594 44.5038491),Oscoda Township Dump,,Michigan,Landfill,Groundwater,Groundwater,2018.0,,,363,619.0,619.0,PFAS-containing wastes (especially AFFF) from Wurtsmith Air Force Base disposed of at Oscoda Township Dump (MPART 7.18.19),N/A,https://www.michigan.gov/pfasresponse/,http://www.wbkb11.com/new-pfas-site-confirmed-in-oscoda-township,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704_97100---,00.html",https://drive.google.com/drive/u/1/folders/17906YQ1_cCPEAMKCR8YNYtZeWg3L0TPf?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,165,-83.3787594,44.5038491
POINT (-85.324671 43.064131),Ashley Avenue Disposal Area,,Michigan,Waste,Groundwater,Groundwater,2019.0,,,103,110.0,110.0,"Industrial wastes, including plating wastes, discharged on the ground surface at three separate areas on the Ashley Avenue property. (MPART 6.20.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499524--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-499524--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499524--,00.html",https://drive.google.com/drive/u/1/folders/124u3k5w_5Nui1VXjYWqi4zCXHxR-S_3Q?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,166,-85.324671,43.064131
POINT (-85.4522238 42.0135091),Lear Siegler Inc.,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,1312,1334.0,1334.0,"Disposal of industrial wastes. Lear Siegler took ownership of the site in 1970 and was in operation until 1989. Lear Seating Corporation operated the site from 1989-2007 with plastic plating, trim and fabric preparation, and parts assembly activities. (MPART 7.18.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499528--,00.html#:~:text=PFAS%20Sites-,Lear%20Siegler%20Inc.%2C%20Mendon%2C%20St.,Joseph%20County&text=This%20automotive%20accessory%20manufacturer%20is,West%20Clark%20Street%20in%20Mendon.",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-499528--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499528--,00.html#:~:text=PFAS%20Sites-,Lear%20Siegler%20Inc.%2C%20Mendon%2C%20St.,Joseph%20County&text=This%20automotive%20accessory%20manufacturer%20is,West%20Clark%20Street%20in%20Mendon.",https://drive.google.com/drive/u/1/folders/18VJmEPNTMGh08F3o9O8f7xaVi06Ma-Bu?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,167,-85.4522238,42.0135091
POINT (-83.5493463 42.2415281),RACER Willow Run,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,164,1400.0,1400.0,"Disposal of industrial wastes from process operations at the RACER Willow Run manufacturing site, active until 2009. (MPART 6.13.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499529--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-499529--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499529--,00.html",https://drive.google.com/drive/u/1/folders/1BW7Khzj9mBBDBGiFnnElx5n4dIBwaLAY?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,168,-83.5493463,42.2415281
POINT (-86.0837125 42.9857118),120th Avenue Area,,Michigan,Unknown,Groundwater,Groundwater,2018.0,,,644,2142.0,2142.0,"Possible use of AFFF by Robinson Township Fire Department, however, no historical use in the area has been known and no definite source has been confirmed. (MPART 7.18.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499530--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-499530--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-499530--,00.html",https://drive.google.com/drive/u/1/folders/11Lw6aNpdh8t688heILngOOdSdcPZFHkA?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,169,-86.0837125,42.9857118
POINT (-83.7605801 42.5137134),Thermofil,,Michigan,Industry,Groundwater,Groundwater,2018.0,,,163,294.0,294.0,"From 1977 – 1982, the site was occupied by a plastics molder and painter, then starting in 1982 it operated a plastic compounding business.  The plastic creation process included the addition of flame-retardants. (MPART 7.1.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500859--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-500859--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500859--,00.html",https://drive.google.com/drive/u/1/folders/1vOBww8OqwcmsOhqTIKVkiFS-RYeasb0_?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,170,-83.7605801,42.5137134
POINT (-85.5627796 43.0642649),Northeast Gravel,,Michigan,Landfill,Groundwater,Groundwater,,,,2491,3475.0,3475.0,Wolverine tannery waste and plating waste disposed of in a former landfill from 1966-1979 (MPART 7.1.19),"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500860--,00.html",https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-500860--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500860--,00.html",https://drive.google.com/drive/u/1/folders/181qkYNQrdk2QE2Sov9hZj2gljUhbUFoV?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,171,-85.5627796,43.0642649
POINT (-85.6884086 42.9347257),BASF Corporation - Inmont Division,,Michigan,Industry,Groundwater,Groundwater,2018.0,31,517,548,,548.0,"Former manufacturing activities of furniture varnish, paint, and container coatings by BASF Corporation until 1999. (MPART 7.1.19)",N/A,https://www.michigan.gov/pfasresponse/,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-500861--,00.html",N/A,https://drive.google.com/drive/u/1/folders/1k6D0yEygkkQ02Egxn4vVURL-EDdTflOA?ths=true,https://drive.google.com/drive/u/1/folders/1Pms7FL2HqHNWHQ0nmFgIEcktFHXjhbny,172,-85.6884086,42.9347257
